patient_id,review,cleaned_review,tokens,tokens_no_stop,tokens_lemmatized,preprocessed_text,remove_reason,polarity_score,sentiment
PATIENT_0324,Excellent service and clean facilities. Would recommend to everyone.,excellent service and clean facilities would recommend to everyone,"['excellent', 'service', 'and', 'clean', 'facilities', 'would', 'recommend', 'to', 'everyone']","['excellent', 'service', 'clean', 'facilities', 'would', 'recommend', 'everyone']","['excellent', 'service', 'clean', 'facility', 'would', 'recommend', 'everyone']",excellent service clean facility would recommend everyone,keep,0.6833333333333333,Positive
PATIENT_0325,"It was fine, nothing to complain about.",it was fine nothing to complain about,"['it', 'was', 'fine', 'nothing', 'to', 'complain', 'about']","['fine', 'nothing', 'complain']","['fine', 'nothing', 'complain']",fine nothing complain,keep,0.4166666666666667,Positive
PATIENT_0326,Terrible experience. Long wait times and rude staff.,terrible experience long wait times and rude staff,"['terrible', 'experience', 'long', 'wait', 'times', 'and', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'times', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'time', 'rude', 'staff']",terrible experience long wait time rude staff,keep,-0.45,Negative
PATIENT_0327,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
PATIENT_0328,Felt very welcome and well taken care of. Excellent experience!,felt very welcome and well taken care of excellent experience,"['felt', 'very', 'welcome', 'and', 'well', 'taken', 'care', 'of', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']",felt welcome well taken care excellent experience,keep,0.9,Positive
PATIENT_0329,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0330,Neutral experience. Staff was neither helpful nor rude.,neutral experience staff was neither helpful nor rude,"['neutral', 'experience', 'staff', 'was', 'neither', 'helpful', 'nor', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']",neutral experience staff neither helpful rude,keep,-0.3,Negative
PATIENT_0331,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0332,Neutral experience. Staff was neither helpful nor rude.,neutral experience staff was neither helpful nor rude,"['neutral', 'experience', 'staff', 'was', 'neither', 'helpful', 'nor', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']","['neutral', 'experience', 'staff', 'neither', 'helpful', 'rude']",neutral experience staff neither helpful rude,keep,-0.3,Negative
PATIENT_0333,Best healthcare experience I've had. Very impressed!,best healthcare experience i have had very impressed,"['best', 'healthcare', 'experience', 'i', 'have', 'had', 'very', 'impressed']","['best', 'healthcare', 'experience', 'impressed']","['best', 'healthcare', 'experience', 'impressed']",best healthcare experience impressed,keep,1.0,Positive
PATIENT_0334,The experience was acceptable but unremarkable.,the experience was acceptable but unremarkable,"['the', 'experience', 'was', 'acceptable', 'but', 'unremarkable']","['experience', 'acceptable', 'unremarkable']","['experience', 'acceptable', 'unremarkable']",experience acceptable unremarkable,keep,0.0,Neutral
PATIENT_0335,The treatment was ineffective and expensive.,the treatment was ineffective and expensive,"['the', 'treatment', 'was', 'ineffective', 'and', 'expensive']","['treatment', 'ineffective', 'expensive']","['treatment', 'ineffective', 'expensive']",treatment ineffective expensive,keep,-0.5,Negative
PATIENT_0336,Felt very welcome and well taken care of. Excellent experience!,felt very welcome and well taken care of excellent experience,"['felt', 'very', 'welcome', 'and', 'well', 'taken', 'care', 'of', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']","['felt', 'welcome', 'well', 'taken', 'care', 'excellent', 'experience']",felt welcome well taken care excellent experience,keep,0.9,Positive
PATIENT_0337,The treatment was ineffective and expensive.,the treatment was ineffective and expensive,"['the', 'treatment', 'was', 'ineffective', 'and', 'expensive']","['treatment', 'ineffective', 'expensive']","['treatment', 'ineffective', 'expensive']",treatment ineffective expensive,keep,-0.5,Negative
PATIENT_0338,The appointment was standard. Service was average.,the appointment was standard service was average,"['the', 'appointment', 'was', 'standard', 'service', 'was', 'average']","['appointment', 'standard', 'service', 'average']","['appointment', 'standard', 'service', 'average']",appointment standard service average,keep,-0.075,Neutral
PATIENT_0339,The clinic is well-organized and the staff is friendly.,the clinic is wellorganized and the staff is friendly,"['the', 'clinic', 'is', 'wellorganized', 'and', 'the', 'staff', 'is', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']","['clinic', 'wellorganized', 'staff', 'friendly']",clinic wellorganized staff friendly,keep,0.375,Positive
PATIENT_0340,Top-notch medical services. Highly recommended!,topnotch medical services highly recommended,"['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'services', 'highly', 'recommended']","['topnotch', 'medical', 'service', 'highly', 'recommended']",topnotch medical service highly recommended,keep,0.08,Neutral
PATIENT_0341,Average service quality. Could be better or worse.,average service quality could be better or worse,"['average', 'service', 'quality', 'could', 'be', 'better', 'or', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']",average service quality could better worse,keep,-0.01666666666666668,Neutral
PATIENT_0342,Unprofessional behavior from the receptionist.,unprofessional behavior from the receptionist,"['unprofessional', 'behavior', 'from', 'the', 'receptionist']","['unprofessional', 'behavior', 'receptionist']","['unprofessional', 'behavior', 'receptionist']",unprofessional behavior receptionist,keep,0.0,Neutral
PATIENT_0343,Very disappointed with the service. Would not return.,very disappointed with the service would not return,"['very', 'disappointed', 'with', 'the', 'service', 'would', 'not', 'return']","['disappointed', 'service', 'would', 'return']","['disappointed', 'service', 'would', 'return']",disappointed service would return,keep,-0.75,Negative
PATIENT_0344,Amazing doctors and nurses. They really care about patients.,amazing doctors and nurses they really care about patients,"['amazing', 'doctors', 'and', 'nurses', 'they', 'really', 'care', 'about', 'patients']","['amazing', 'doctors', 'nurses', 'really', 'care', 'patients']","['amazing', 'doctor', 'nurse', 'really', 'care', 'patient']",amazing doctor nurse really care patient,keep,0.4,Positive
PATIENT_0345,It was an okay experience. Nothing special.,it was an okay experience nothing special,"['it', 'was', 'an', 'okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']","['okay', 'experience', 'nothing', 'special']",okay experience nothing special,keep,0.4285714285714286,Positive
PATIENT_0346,Average service quality. Could be better or worse.,average service quality could be better or worse,"['average', 'service', 'quality', 'could', 'be', 'better', 'or', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']","['average', 'service', 'quality', 'could', 'better', 'worse']",average service quality could better worse,keep,-0.01666666666666668,Neutral
PATIENT_0347,Terrible experience. Long wait times and rude staff.,terrible experience long wait times and rude staff,"['terrible', 'experience', 'long', 'wait', 'times', 'and', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'times', 'rude', 'staff']","['terrible', 'experience', 'long', 'wait', 'time', 'rude', 'staff']",terrible experience long wait time rude staff,keep,-0.45,Negative
PATIENT_0348,The treatment was ineffective and expensive.,the treatment was ineffective and expensive,"['the', 'treatment', 'was', 'ineffective', 'and', 'expensive']","['treatment', 'ineffective', 'expensive']","['treatment', 'ineffective', 'expensive']",treatment ineffective expensive,keep,-0.5,Negative
PATIENT_0349,Unprofessional behavior from the receptionist.,unprofessional behavior from the receptionist,"['unprofessional', 'behavior', 'from', 'the', 'receptionist']","['unprofessional', 'behavior', 'receptionist']","['unprofessional', 'behavior', 'receptionist']",unprofessional behavior receptionist,keep,0.0,Neutral
PATIENT_0350,The doctor was dismissive and didn't listen to my concerns.,the doctor was dismissive and did not listen to my concerns,"['the', 'doctor', 'was', 'dismissive', 'and', 'did', 'not', 'listen', 'to', 'my', 'concerns']","['doctor', 'dismissive', 'listen', 'concerns']","['doctor', 'dismissive', 'listen', 'concern']",doctor dismissive listen concern,keep,0.0,Neutral
PATIENT_0351,The experience was acceptable but unremarkable.,the experience was acceptable but unremarkable,"['the', 'experience', 'was', 'acceptable', 'but', 'unremarkable']","['experience', 'acceptable', 'unremarkable']","['experience', 'acceptable', 'unremarkable']",experience acceptable unremarkable,keep,0.0,Neutral
PATIENT_0352,Felt rushed during my appointment. Not satisfied.,felt rushed during my appointment not satisfied,"['felt', 'rushed', 'during', 'my', 'appointment', 'not', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']","['felt', 'rushed', 'appointment', 'satisfied']",felt rushed appointment satisfied,keep,0.5,Positive
PATIENT_0353,Excellent service and clean facilities. Would recommend to everyone.,excellent service and clean facilities would recommend to everyone,"['excellent', 'service', 'and', 'clean', 'facilities', 'would', 'recommend', 'to', 'everyone']","['excellent', 'service', 'clean', 'facilities', 'would', 'recommend', 'everyone']","['excellent', 'service', 'clean', 'facility', 'would', 'recommend', 'everyone']",excellent service clean facility would recommend everyone,keep,0.6833333333333333,Positive
PATIENT_0354,It was just a regular doctor's visit.,it was just a regular doctors visit,"['it', 'was', 'just', 'a', 'regular', 'doctors', 'visit']","['regular', 'doctors', 'visit']","['regular', 'doctor', 'visit']",regular doctor visit,keep,0.0,Neutral
PATIENT_0355,The doctor was adequate in their approach.,the doctor was adequate in their approach,"['the', 'doctor', 'was', 'adequate', 'in', 'their', 'approach']","['doctor', 'adequate', 'approach']","['doctor', 'adequate', 'approach']",doctor adequate approach,keep,0.3333333333333333,Positive
PATIENT_0356,Very knowledgeable doctor. Great communication and support.,very knowledgeable doctor great communication and support,"['very', 'knowledgeable', 'doctor', 'great', 'communication', 'and', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']","['knowledgeable', 'doctor', 'great', 'communication', 'support']",knowledgeable doctor great communication support,keep,0.8,Positive
PATIENT_0357,The medical staff treated me with great respect and compassion.,the medical staff treated me with great respect and compassion,"['the', 'medical', 'staff', 'treated', 'me', 'with', 'great', 'respect', 'and', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']","['medical', 'staff', 'treated', 'great', 'respect', 'compassion']",medical staff treated great respect compassion,keep,0.4,Positive
